latitude_dd,longitude_dd,trawl_id,date_formatted,datetime_utc_iso
44.69694444,-124.42055556,200303003055,2003-Sep-16,2003-09-16T00:00:00Z
44.51083333,-124.24638889,200303003056,2003-Sep-16,2003-09-16T00:00:00Z
44.33277778,-124.30833333,200303003057,2003-Sep-16,2003-09-16T00:00:00Z
43.93722222,-124.28833333,200303003058,2003-Sep-16,2003-09-16T00:00:00Z
44.12166667,-124.9925,200303003059,2003-Sep-17,2003-09-17T00:00:00Z
44.45166667,-124.89305556,200303003060,2003-Sep-17,2003-09-17T00:00:00Z
43.63,-125.04972222,200303003061,2003-Sep-17,2003-09-17T00:00:00Z
43.44305556,-124.87666667,200303003062,2003-Sep-17,2003-09-17T00:00:00Z
43.7125,-124.64277778,200303003063,2003-Sep-18,2003-09-18T00:00:00Z
46.13333333,-124.79361111,200303008043,2003-Sep-12,2003-09-12T00:00:00Z
43.27361111,-124.70361111,200303003064,2003-Sep-24,2003-09-24T00:00:00Z
43.25666667,-124.95166667,200303003065,2003-Sep-24,2003-09-24T00:00:00Z
42.94194444,-124.84166667,200303003066,2003-Sep-24,2003-09-24T00:00:00Z
42.88,-124.89444444,200303003067,2003-Sep-25,2003-09-25T00:00:00Z
42.86916667,-124.82638889,200303003068,2003-Sep-25,2003-09-25T00:00:00Z
42.70138889,-124.67944444,200303003069,2003-Sep-25,2003-09-25T00:00:00Z
42.59111111,-124.71222222,200303003070,2003-Sep-27,2003-09-27T00:00:00Z
44.29972222,-125.04333333,201503008002,2015-May-23,2015-05-23T00:00:00Z
42.35888889,-124.67194444,200303003072,2003-Sep-27,2003-09-27T00:00:00Z
44.59805556,-125.06944444,201503008003,2015-May-23,2015-05-23T00:00:00Z
41.81055556,-124.89638889,200303003074,2003-Sep-28,2003-09-28T00:00:00Z
41.79916667,-124.56166667,200303003075,2003-Sep-28,2003-09-28T00:00:00Z
41.69027778,-124.29416667,200303003076,2003-Sep-28,2003-09-28T00:00:00Z
41.52388889,-124.46722222,200303003077,2003-Sep-28,2003-09-28T00:00:00Z
41.52861111,-124.49416667,200303003078,2003-Sep-28,2003-09-28T00:00:00Z
41.50055556,-124.91666667,200303003079,2003-Sep-29,2003-09-29T00:00:00Z
41.40722222,-124.655,200303003080,2003-Sep-29,2003-09-29T00:00:00Z
41.36472222,-124.26555556,200303003081,2003-Sep-29,2003-09-29T00:00:00Z
41.27111111,-124.39944444,200303003082,2003-Sep-29,2003-09-29T00:00:00Z
44.62861111,-124.87277778,201503008004,2015-May-23,2015-05-23T00:00:00Z
41.11916667,-124.83611111,200303003084,2003-Sep-30,2003-09-30T00:00:00Z
41.00833333,-124.45388889,200303003085,2003-Sep-30,2003-09-30T00:00:00Z
44.60611111,-124.88194444,201503008005,2015-May-23,2015-05-23T00:00:00Z
44.80916667,-124.96027778,201503008006,2015-May-23,2015-05-23T00:00:00Z
40.46833333,-124.60916667,200303003090,2003-Oct-05,2003-10-05T00:00:00Z
40.34277778,-124.50055556,200303003091,2003-Oct-05,2003-10-05T00:00:00Z
40.20444444,-124.38333333,200303003092,2003-Oct-05,2003-10-05T00:00:00Z
40.2,-124.50916667,200303003093,2003-Oct-06,2003-10-06T00:00:00Z
40.18027778,-124.76944444,200303003094,2003-Oct-06,2003-10-06T00:00:00Z
39.73444444,-124.05694444,200303003096,2003-Oct-07,2003-10-07T00:00:00Z
39.67027778,-123.99583333,200303003097,2003-Oct-07,2003-10-07T00:00:00Z
39.50166667,-124.12805556,200303003098,2003-Oct-07,2003-10-07T00:00:00Z
39.24777778,-123.83555556,200303003099,2003-Oct-07,2003-10-07T00:00:00Z
39.06666667,-123.93444444,200303003100,2003-Oct-07,2003-10-07T00:00:00Z
38.85833333,-123.92805556,200303003101,2003-Oct-08,2003-10-08T00:00:00Z
38.76722222,-123.70583333,200303003102,2003-Oct-08,2003-10-08T00:00:00Z
35.78638889,-121.7025,200303003111,2003-Oct-11,2003-10-11T00:00:00Z
35.56027778,-121.33583333,200303003113,2003-Oct-11,2003-10-11T00:00:00Z
35.07055556,-121.00555556,200303003114,2003-Oct-11,2003-10-11T00:00:00Z
35.29527778,-121.08638889,200303003115,2003-Oct-12,2003-10-12T00:00:00Z
34.95972222,-121.08777778,200303003116,2003-Oct-16,2003-10-16T00:00:00Z
35.08972222,-120.75222222,200303003117,2003-Oct-16,2003-10-16T00:00:00Z
34.83555556,-120.8825,200303003118,2003-Oct-16,2003-10-16T00:00:00Z
34.61694444,-120.88861111,200303003121,2003-Oct-17,2003-10-17T00:00:00Z
34.37861111,-120.58777778,200303003122,2003-Oct-17,2003-10-17T00:00:00Z
34.32277778,-120.57305556,200303003123,2003-Oct-17,2003-10-17T00:00:00Z
34.23583333,-120.45527778,200303003125,2003-Oct-18,2003-10-18T00:00:00Z
34.19222222,-120.18111111,200303003126,2003-Oct-18,2003-10-18T00:00:00Z
34.14833333,-120.0075,200303003127,2003-Oct-18,2003-10-18T00:00:00Z
34.25694444,-119.67805556,200303003128,2003-Oct-18,2003-10-18T00:00:00Z
33.80833333,-120.00222222,200303003129,2003-Oct-19,2003-10-19T00:00:00Z
45.61666667,-125.14333333,201503008007,2015-May-24,2015-05-24T00:00:00Z
34.01583333,-118.99055556,200303003132,2003-Oct-20,2003-10-20T00:00:00Z
33.52333333,-118.62055556,200303003134,2003-Oct-20,2003-10-20T00:00:00Z
33.2625,-118.12861111,200303003136,2003-Oct-20,2003-10-20T00:00:00Z
32.57083333,-118.79277778,200303003137,2003-Oct-21,2003-10-21T00:00:00Z
32.98805556,-117.64388889,200303003138,2003-Oct-21,2003-10-21T00:00:00Z
33.16305556,-117.62777778,200303003139,2003-Oct-21,2003-10-21T00:00:00Z
33.06305556,-117.3725,200303003141,2003-Oct-22,2003-10-22T00:00:00Z
32.82888889,-117.35638889,200303003142,2003-Oct-22,2003-10-22T00:00:00Z
45.62944444,-125.17527778,201503008008,2015-May-24,2015-05-24T00:00:00Z
45.66611111,-124.75944444,201503008009,2015-May-24,2015-05-24T00:00:00Z
32.76555556,-117.38416667,200303003145,2003-Oct-23,2003-10-23T00:00:00Z
47.60194444,-124.81555556,200303006004,2003-Jun-25,2003-06-25T00:00:00Z
48.43861111,-124.85083333,200303006008,2003-Jun-26,2003-06-26T00:00:00Z
48.16138889,-124.93972222,200303006013,2003-Jun-27,2003-06-27T00:00:00Z
48.02666667,-125.05194444,200303006014,2003-Jun-27,2003-06-27T00:00:00Z
47.96611111,-125.35305556,200303006015,2003-Jun-28,2003-06-28T00:00:00Z
47.91111111,-125.55638889,200303006016,2003-Jun-28,2003-06-28T00:00:00Z
48.15972222,-125.38027778,200303006023,2003-Jun-29,2003-06-29T00:00:00Z
48.14027778,-125.31472222,200303006024,2003-Jun-29,2003-06-29T00:00:00Z
47.90611111,-124.91472222,200303006025,2003-Jun-29,2003-06-29T00:00:00Z
47.77555556,-124.91,200303006026,2003-Jun-30,2003-06-30T00:00:00Z
47.73888889,-125.52083333,200303006028,2003-Jun-30,2003-06-30T00:00:00Z
47.68277778,-125.50805556,200303006029,2003-Jun-30,2003-06-30T00:00:00Z
47.22555556,-124.62944444,200303006031,2003-Jul-01,2003-07-01T00:00:00Z
46.34694444,-124.67138889,200303006033,2003-Jul-05,2003-07-05T00:00:00Z
46.63722222,-125.04305556,200303006034,2003-Jul-05,2003-07-05T00:00:00Z
46.76166667,-125.07833333,200303006035,2003-Jul-05,2003-07-05T00:00:00Z
46.22555556,-124.36444444,200303006037,2003-Jul-06,2003-07-06T00:00:00Z
46.26083333,-124.70888889,200303006038,2003-Jul-06,2003-07-06T00:00:00Z
46.01416667,-124.65777778,200303006039,2003-Jul-06,2003-07-06T00:00:00Z
45.92222222,-124.15888889,200303006040,2003-Jul-06,2003-07-06T00:00:00Z
45.82527778,-124.80333333,200303006042,2003-Jul-07,2003-07-07T00:00:00Z
45.60055556,-124.31555556,200303006044,2003-Jul-07,2003-07-07T00:00:00Z
45.43611111,-124.48861111,200303006045,2003-Jul-07,2003-07-07T00:00:00Z
45.44972222,-124.88083333,200303006046,2003-Jul-08,2003-07-08T00:00:00Z
45.2325,-124.82722222,200303006047,2003-Jul-08,2003-07-08T00:00:00Z
45.09333333,-124.90027778,200303006048,2003-Jul-08,2003-07-08T00:00:00Z
44.96416667,-124.79194444,200303006049,2003-Jul-08,2003-07-08T00:00:00Z
44.81111111,-124.83666667,200303006050,2003-Jul-08,2003-07-08T00:00:00Z
45.29972222,-124.38333333,200303006051,2003-Jul-09,2003-07-09T00:00:00Z
45.10138889,-124.3875,200303006052,2003-Jul-09,2003-07-09T00:00:00Z
44.88166667,-124.185,200303006053,2003-Jul-09,2003-07-09T00:00:00Z
44.42805556,-124.97166667,200303006055,2003-Jul-10,2003-07-10T00:00:00Z
44.35083333,-124.60083333,200303006057,2003-Jul-10,2003-07-10T00:00:00Z
44.18777778,-124.30305556,200303006058,2003-Jul-10,2003-07-10T00:00:00Z
43.91805556,-124.74555556,200303006059,2003-Jul-11,2003-07-11T00:00:00Z
43.76861111,-124.8175,200303006060,2003-Jul-11,2003-07-11T00:00:00Z
42.89694444,-124.72166667,200303006066,2003-Jul-15,2003-07-15T00:00:00Z
42.69305556,-124.86194444,200303006074,2003-Jul-17,2003-07-17T00:00:00Z
42.61083333,-124.68416667,200303006075,2003-Jul-17,2003-07-17T00:00:00Z
42.45861111,-124.81083333,200303006076,2003-Jul-17,2003-07-17T00:00:00Z
42.38972222,-124.86638889,200303006077,2003-Jul-18,2003-07-18T00:00:00Z
42.26805556,-124.835,200303006078,2003-Jul-18,2003-07-18T00:00:00Z
45.84138889,-124.66722222,200303008045,2003-Sep-13,2003-09-13T00:00:00Z
42.27111111,-124.72,200303006079,2003-Jul-18,2003-07-18T00:00:00Z
42.13638889,-124.52444444,200303006080,2003-Jul-18,2003-07-18T00:00:00Z
42.10694444,-124.66833333,200303006081,2003-Jul-19,2003-07-19T00:00:00Z
41.9025,-124.545,200303006082,2003-Jul-19,2003-07-19T00:00:00Z
41.74111111,-124.54083333,200303006083,2003-Jul-19,2003-07-19T00:00:00Z
41.60388889,-124.29472222,200303006084,2003-Jul-19,2003-07-19T00:00:00Z
41.47027778,-124.31638889,200303006085,2003-Jul-19,2003-07-19T00:00:00Z
41.85,-124.94888889,200303006086,2003-Jul-20,2003-07-20T00:00:00Z
41.62027778,-124.82805556,200303006087,2003-Jul-20,2003-07-20T00:00:00Z
41.46277778,-124.93083333,200303006088,2003-Jul-20,2003-07-20T00:00:00Z
41.16361111,-124.38388889,200303006090,2003-Jul-21,2003-07-21T00:00:00Z
40.30222222,-124.55583333,200303006097,2003-Jul-26,2003-07-26T00:00:00Z
40.12027778,-124.80333333,200303006098,2003-Jul-26,2003-07-26T00:00:00Z
39.99527778,-124.78666667,200303006099,2003-Jul-26,2003-07-26T00:00:00Z
39.88638889,-124.62416667,200303006100,2003-Jul-27,2003-07-27T00:00:00Z
40.00388889,-124.16055556,200303006101,2003-Jul-27,2003-07-27T00:00:00Z
39.66416667,-124.1025,200303006102,2003-Jul-27,2003-07-27T00:00:00Z
39.54833333,-123.85638889,200303006103,2003-Jul-27,2003-07-27T00:00:00Z
39.28805556,-123.96305556,200303006104,2003-Jul-28,2003-07-28T00:00:00Z
39.16027778,-124.00972222,200303006105,2003-Jul-28,2003-07-28T00:00:00Z
38.9025,-123.89888889,200303006107,2003-Jul-28,2003-07-28T00:00:00Z
38.1825,-123.49277778,200303006109,2003-Jul-29,2003-07-29T00:00:00Z
38.14472222,-123.39638889,200303006110,2003-Jul-29,2003-07-29T00:00:00Z
37.45638889,-122.92638889,200303006114,2003-Jul-30,2003-07-30T00:00:00Z
37.26083333,-122.58611111,200303006115,2003-Jul-30,2003-07-30T00:00:00Z
37.16111111,-122.43777778,200303006116,2003-Jul-31,2003-07-31T00:00:00Z
37.13888889,-122.74277778,200303006117,2003-Jul-31,2003-07-31T00:00:00Z
37.11944444,-122.88916667,200303006118,2003-Jul-31,2003-07-31T00:00:00Z
36.42777778,-122.22361111,200303006120,2003-Aug-01,2003-08-01T00:00:00Z
36.23555556,-121.97583333,200303006121,2003-Aug-01,2003-08-01T00:00:00Z
35.2525,-121.34638889,200303006125,2003-Aug-02,2003-08-02T00:00:00Z
35.505,-121.16722222,200303006126,2003-Aug-02,2003-08-02T00:00:00Z
35.14472222,-120.91333333,200303006128,2003-Aug-06,2003-08-06T00:00:00Z
34.87138889,-120.825,200303006131,2003-Aug-06,2003-08-06T00:00:00Z
34.46277778,-120.68944444,200303006134,2003-Aug-07,2003-08-07T00:00:00Z
34.36583333,-120.63833333,200303006135,2003-Aug-07,2003-08-07T00:00:00Z
45.85361111,-124.85805556,201503008010,2015-May-24,2015-05-24T00:00:00Z
34.17333333,-120.1125,200303006139,2003-Aug-08,2003-08-08T00:00:00Z
34.25388889,-120.08166667,200303006140,2003-Aug-08,2003-08-08T00:00:00Z
34.28611111,-119.95222222,200303006141,2003-Aug-08,2003-08-08T00:00:00Z
34.3,-119.61444444,200303006142,2003-Aug-08,2003-08-08T00:00:00Z
33.965,-118.74388889,200303006145,2003-Aug-09,2003-08-09T00:00:00Z
45.98944444,-124.65472222,201503008011,2015-May-24,2015-05-24T00:00:00Z
33.73861111,-118.70222222,200303006147,2003-Aug-09,2003-08-09T00:00:00Z
33.83833333,-118.44277778,200303006148,2003-Aug-09,2003-08-09T00:00:00Z
33.41222222,-118.13972222,200303006151,2003-Aug-10,2003-08-10T00:00:00Z
33.28972222,-118.34611111,200303006152,2003-Aug-10,2003-08-10T00:00:00Z
33.21277778,-118.31527778,200303006153,2003-Aug-11,2003-08-11T00:00:00Z
32.84694444,-117.80388889,200303006160,2003-Aug-12,2003-08-12T00:00:00Z
45.9225,-124.58861111,201503008012,2015-May-24,2015-05-24T00:00:00Z
48.01,-125.38722222,200303008018,2003-Sep-04,2003-09-04T00:00:00Z
47.99861111,-125.42416667,200303008019,2003-Sep-04,2003-09-04T00:00:00Z
48.15055556,-125.2875,200303008022,2003-Sep-05,2003-09-05T00:00:00Z
48.26972222,-124.90444444,200303008028,2003-Sep-06,2003-09-06T00:00:00Z
48.14527778,-124.92138889,200303008029,2003-Sep-06,2003-09-06T00:00:00Z
47.02611111,-124.84361111,200303008037,2003-Sep-07,2003-09-07T00:00:00Z
46.93972222,-124.83166667,200303008038,2003-Sep-08,2003-09-08T00:00:00Z
46.58305556,-124.40083333,200303008039,2003-Sep-08,2003-09-08T00:00:00Z
46.11944444,-124.6525,200303008042,2003-Sep-12,2003-09-12T00:00:00Z
45.73833333,-124.38194444,200303008047,2003-Sep-13,2003-09-13T00:00:00Z
45.55972222,-124.18694444,200303008048,2003-Sep-13,2003-09-13T00:00:00Z
45.33694444,-124.51083333,200303008051,2003-Sep-14,2003-09-14T00:00:00Z
45.13305556,-124.55472222,200303008052,2003-Sep-14,2003-09-14T00:00:00Z
44.63472222,-125.00055556,200303008057,2003-Sep-15,2003-09-15T00:00:00Z
44.6325,-124.66694444,200303008060,2003-Sep-16,2003-09-16T00:00:00Z
44.33555556,-124.39,200303008064,2003-Sep-16,2003-09-16T00:00:00Z
44.10722222,-124.36055556,200303008065,2003-Sep-17,2003-09-17T00:00:00Z
43.81916667,-124.63444444,200303008066,2003-Sep-17,2003-09-17T00:00:00Z
46.0675,-124.61361111,201503008013,2015-May-25,2015-05-25T00:00:00Z
43.54916667,-124.82638889,200303008069,2003-Sep-17,2003-09-17T00:00:00Z
43.31722222,-124.78916667,200303008070,2003-Sep-18,2003-09-18T00:00:00Z
43.47694444,-124.6375,200303008071,2003-Sep-18,2003-09-18T00:00:00Z
42.95111111,-124.91,200303008072,2003-Sep-24,2003-09-24T00:00:00Z
42.88888889,-124.79972222,200303008073,2003-Sep-24,2003-09-24T00:00:00Z
42.99166667,-124.62833333,200303008074,2003-Sep-24,2003-09-24T00:00:00Z
42.80138889,-124.64472222,200303008075,2003-Sep-24,2003-09-24T00:00:00Z
42.72444444,-124.70611111,200303008076,2003-Sep-24,2003-09-24T00:00:00Z
42.65583333,-124.78888889,200303008077,2003-Sep-24,2003-09-24T00:00:00Z
42.41777778,-124.71138889,200303008079,2003-Sep-25,2003-09-25T00:00:00Z
42.42527778,-124.74861111,200303008080,2003-Sep-25,2003-09-25T00:00:00Z
42.29444444,-124.81166667,200303008081,2003-Sep-25,2003-09-25T00:00:00Z
42.26277778,-124.77666667,200303008082,2003-Sep-25,2003-09-25T00:00:00Z
42.23277778,-124.64722222,200303008083,2003-Sep-25,2003-09-25T00:00:00Z
42.24416667,-124.47222222,200303008084,2003-Sep-26,2003-09-26T00:00:00Z
42.18638889,-124.72388889,200303008085,2003-Sep-26,2003-09-26T00:00:00Z
42.05944444,-124.58694444,200303008086,2003-Sep-26,2003-09-26T00:00:00Z
42.0575,-124.60361111,200303008087,2003-Sep-26,2003-09-26T00:00:00Z
41.9625,-124.78611111,200303008088,2003-Sep-26,2003-09-26T00:00:00Z
41.56583333,-124.765,200303008091,2003-Sep-27,2003-09-27T00:00:00Z
41.55916667,-124.49805556,200303008094,2003-Sep-28,2003-09-28T00:00:00Z
40.90916667,-124.47916667,200303008103,2003-Oct-01,2003-10-01T00:00:00Z
40.80666667,-124.35166667,200303008104,2003-Oct-01,2003-10-01T00:00:00Z
40.73833333,-124.49527778,200303008105,2003-Oct-01,2003-10-01T00:00:00Z
34.36555556,-120.52277778,200403015144,2004-Oct-08,2004-10-08T00:00:00Z
40.2,-125.00916667,200303008106,2003-Oct-05,2003-10-05T00:00:00Z
40.03611111,-124.64444444,200303008108,2003-Oct-05,2003-10-05T00:00:00Z
39.82611111,-124.14222222,200303008110,2003-Oct-06,2003-10-06T00:00:00Z
39.80083333,-124.06055556,200303008111,2003-Oct-06,2003-10-06T00:00:00Z
39.575,-123.99416667,200303008112,2003-Oct-06,2003-10-06T00:00:00Z
38.90361111,-123.80944444,200303008116,2003-Oct-07,2003-10-07T00:00:00Z
38.77777778,-123.81666667,200303008117,2003-Oct-07,2003-10-07T00:00:00Z
38.44555556,-123.52194444,200303008118,2003-Oct-07,2003-10-07T00:00:00Z
38.09944444,-123.46194444,200303008120,2003-Oct-07,2003-10-07T00:00:00Z
36.31583333,-122.22222222,200303008131,2003-Oct-10,2003-10-10T00:00:00Z
36.0675,-121.94166667,200303008132,2003-Oct-10,2003-10-10T00:00:00Z
36.22083333,-121.82138889,200303008134,2003-Oct-11,2003-10-11T00:00:00Z
35.80611111,-121.86888889,200303008135,2003-Oct-11,2003-10-11T00:00:00Z
35.38944444,-121.17527778,200303008137,2003-Oct-11,2003-10-11T00:00:00Z
35.12555556,-121.115,200303008139,2003-Oct-12,2003-10-12T00:00:00Z
34.98527778,-121.00027778,200303008140,2003-Oct-12,2003-10-12T00:00:00Z
34.86416667,-121.1375,200303008142,2003-Oct-16,2003-10-16T00:00:00Z
34.82777778,-120.72194444,200303008143,2003-Oct-16,2003-10-16T00:00:00Z
34.68083333,-120.84583333,200303008144,2003-Oct-16,2003-10-16T00:00:00Z
34.66888889,-120.79138889,200303008145,2003-Oct-16,2003-10-16T00:00:00Z
34.21555556,-120.93111111,200303008146,2003-Oct-17,2003-10-17T00:00:00Z
34.42416667,-120.59833333,200303008147,2003-Oct-17,2003-10-17T00:00:00Z
46.15583333,-124.54222222,201503008014,2015-May-25,2015-05-25T00:00:00Z
46.3025,-124.68194444,201503008015,2015-May-25,2015-05-25T00:00:00Z
33.36305556,-120.12083333,200303008156,2003-Oct-18,2003-10-18T00:00:00Z
46.51083333,-124.83194444,201503008017,2015-May-25,2015-05-25T00:00:00Z
46.75916667,-124.47055556,201503008018,2015-May-25,2015-05-25T00:00:00Z
34.20861111,-119.48833333,200303008161,2003-Oct-20,2003-10-20T00:00:00Z
34.27361111,-119.4875,200303008162,2003-Oct-20,2003-10-20T00:00:00Z
47.59666667,-124.7,201503008020,2015-May-26,2015-05-26T00:00:00Z
33.41611111,-118.27388889,200303008169,2003-Oct-21,2003-10-21T00:00:00Z
33.55777778,-117.91083333,200303008171,2003-Oct-22,2003-10-22T00:00:00Z
33.01222222,-117.84972222,200303008172,2003-Oct-22,2003-10-22T00:00:00Z
32.78777778,-117.74833333,200303008173,2003-Oct-22,2003-10-22T00:00:00Z
46.09611111,-124.77611111,200303010002,2003-Jun-24,2003-06-24T00:00:00Z
47.82861111,-124.89972222,201503008021,2015-May-26,2015-05-26T00:00:00Z
47.65916667,-125.59694444,200303010008,2003-Jun-26,2003-06-26T00:00:00Z
48.29222222,-125.44055556,200303010018,2003-Jun-28,2003-06-28T00:00:00Z
46.70194444,-124.60888889,200303010036,2003-Jul-01,2003-07-01T00:00:00Z
47.96583333,-125.16083333,201503008022,2015-May-26,2015-05-26T00:00:00Z
45.99944444,-124.98527778,200303010043,2003-Jul-05,2003-07-05T00:00:00Z
45.91888889,-124.34416667,200303010044,2003-Jul-06,2003-07-06T00:00:00Z
45.66388889,-124.31027778,200303010045,2003-Jul-06,2003-07-06T00:00:00Z
45.45666667,-124.41777778,200303010046,2003-Jul-06,2003-07-06T00:00:00Z
45.25805556,-124.82444444,200303010049,2003-Jul-07,2003-07-07T00:00:00Z
45.095,-124.68361111,200303010050,2003-Jul-07,2003-07-07T00:00:00Z
45.085,-124.95694444,200303010051,2003-Jul-07,2003-07-07T00:00:00Z
44.93083333,-125.01833333,200303010052,2003-Jul-08,2003-07-08T00:00:00Z
44.97194444,-124.93388889,200303010053,2003-Jul-08,2003-07-08T00:00:00Z
44.86861111,-124.82305556,200303010054,2003-Jul-08,2003-07-08T00:00:00Z
