reason_station_invalid,area_swept_ha_der,datetime_utc_iso,depth_hi_prec_m,door_width_m_der,fluorescence_at_surface_mg_per_m3_der,gear_end_latitude_dd,gear_end_longitude_dd,gear_start_latitude_dd,gear_start_longitude_dd,invertebrate_weight_kg,latitude_dd,leg,longitude_dd,net_height_m_der,net_width_m_der,nonspecific_organics_weight_kg,o2_at_gear_ml_per_l_der,operation_dim$legacy_performance_code,pass,performance,project,salinity_at_gear_psu_der,sampling_end_hhmmss,sampling_start_hhmmss,station_invalid,temperature_at_gear_c_der,temperature_at_surface_c_der,trawl_id,turbidity_ntu_der,vertebrate_weight_kg,vessel,vessel_end_latitude_dd,vessel_end_longitude_dd,vessel_start_latitude_dd,vessel_start_longitude_dd,year,date_formatted
NA,2.13952731248,2023-08-24T00:00:00Z,1134.3,NA,NA,47.7325255,-125.7396266,47.7217943,-125.7526386,21.883,47.72527778,1,-125.74111111,7.5656,13.0594,6.077,0.346,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.421,065324,063135,0,3.436,17.1,202303008011,NA,83.83,Excalibur,47.7403683,-125.723695,47.7322467,-125.7335767,2023,2023-Aug-24
NA,2.15734492432,2023-08-24T00:00:00Z,676.7,NA,NA,47.6715313,-125.1752624,47.6606703,-125.1887712,104.314,47.66694444,1,-125.18305556,4.8871,12.8319,1.256,0.557,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.152,133402,131238,0,4.97,14.5,202303008013,NA,203.28,Excalibur,47.67704,-125.1650183,47.6676183,-125.1766733,2023,2023-Aug-24
NA,1.7297032129,2023-08-24T00:00:00Z,686.5,NA,NA,47.7732085,-125.2218696,47.7619862,-125.2270862,65.31,47.7675,1,-125.22472222,5.1393,12.8367,NA,0.418,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.208,152542,150729,0,4.739,13.7,202303008014,NA,169.54,Excalibur,47.7833667,-125.21929,47.7730367,-125.2247233,2023,2023-Aug-24
NA,1.463465461638,2023-08-24T00:00:00Z,111.8,NA,NA,47.9035514,-124.9508819,47.8956788,-124.960912,41.35,47.89972222,1,-124.95611111,6.3989,12.5487,NA,1.166,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.82,174432,172748,0,7.73,14.2,202303008015,NA,1024.94,Excalibur,47.9045467,-124.948735,47.897495,-124.95921,2023,2023-Aug-24
NA,1.542418945576,2023-08-24T00:00:00Z,93.6,36.0533,NA,47.9703044,-124.9171771,47.9595571,-124.9224367,1445.95,47.965,1,-124.92,5.8277,12.2043,0.16,0.869,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.75,184740,183049,0,7.867,13.8,202303008016,NA,319.43,Excalibur,47.9721517,-124.91585,47.9618017,-124.9215967,2023,2023-Aug-24
NA,1.8642745863,2023-06-12T00:00:00Z,72,40.181,NA,41.9392128,-124.3908027,41.9270465,-124.390875,10.68,41.93388889,2,-124.39194444,5.0491,12.8167,NA,NA,-999,1,Satisfactory,Groundfish Slope and Shelf Combination Survey,NA,070752,065008,0,8.1534,10.4,202303010059,NA,19.3,Ms. Julie,41.9415717,-124.389695,41.9295883,-124.3902767,2023,2023-Jun-12
NA,1.336414142446,2023-08-24T00:00:00Z,67.8,30.2946,NA,48.0380959,-124.8807465,48.0279043,-124.8850781,115.34,48.03333333,1,-124.88305556,7.595,11.2642,NA,1.15,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.723,195421,193708,0,7.876,13.1,202303008017,NA,305.54,Excalibur,48.03964,-124.8797967,48.02981,-124.8845133,2023,2023-Aug-24
NA,1.563504495298,2023-08-25T00:00:00Z,59.3,33.0794,NA,47.8272487,-124.7377898,47.836023,-124.7493109,112.62,47.83083333,1,-124.74388889,6.5714,11.7196,NA,0.993,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.748,064749,063001,0,7.908,11.7,202303008018,NA,95.39,Excalibur,47.826445,-124.7359367,47.8341033,-124.7485317,2023,2023-Aug-25
NA,1.566634965751,2023-08-25T00:00:00Z,65.3,30.8063,NA,47.7916345,-124.7476001,47.8038061,-124.7464948,147.77,47.79722222,1,-124.74805556,5.1139,11.3491,NA,0.73,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.764,084500,082742,0,7.862,11.9,202303008019,NA,76.33,Excalibur,47.790105,-124.7470383,47.8019383,-124.7473733,2023,2023-Aug-25
NA,1.728822581853,2023-08-25T00:00:00Z,63.7,30.9917,NA,47.7258858,-124.7062562,47.7366741,-124.71304,19.34,47.73111111,1,-124.70916667,5.29,11.3785,NA,0.398,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.749,094401,092710,0,7.894,12.1,202303008020,NA,23.9,Excalibur,47.7240817,-124.703905,47.7337633,-124.7121817,2023,2023-Aug-25
NA,1.625556777984,2023-08-25T00:00:00Z,70.1,NA,NA,47.5685448,-124.6596313,47.5801073,-124.6601209,33.67,47.57416667,1,-124.65972222,6.3696,12.5279,NA,0.595,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.816,112655,110951,0,7.748,12.1,202303008021,NA,7.14,Excalibur,47.5669783,-124.6599283,47.578165,-124.65982,2023,2023-Aug-25
NA,1.660465293672,2023-08-25T00:00:00Z,96.6,34.5477,NA,47.2988308,-124.6501039,47.3087843,-124.6504795,25.63,47.30472222,1,-124.65,5.9382,11.9595,NA,1.675,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.829,134918,133237,0,7.798,13.2,202303008022,NA,302.63,Excalibur,47.29585,-124.6506633,47.3066767,-124.6510367,2023,2023-Aug-25
NA,1.937566647342,2023-08-25T00:00:00Z,117.7,33.9212,NA,47.1956044,-124.7303732,47.2088492,-124.7258024,6.89,47.20361111,1,-124.72777778,5.29,11.8566,0.44,1.217,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.847,150902,145105,0,7.713,13.8,202303008023,NA,138.49,Excalibur,47.1954483,-124.7305283,47.2059867,-124.7264867,2023,2023-Aug-25
NA,1.442786242141,2023-08-25T00:00:00Z,150.6,33.2465,NA,47.1270849,-124.9081451,47.1365094,-124.8998142,12.68,47.13194444,1,-124.90444444,2.6448,11.7473,NA,1.219,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.897,164442,162814,0,7.466,14.3,202303008024,NA,375.53,Excalibur,47.1247433,-124.90956,47.1341683,-124.9024167,2023,2023-Aug-25
NA,1.690328621181,2023-08-26T00:00:00Z,524,35.6253,NA,46.6602846,-124.8578541,46.6478028,-124.8582966,68.37,46.65388889,1,-124.85805556,5.8417,12.1357,NA,0.997,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.074,172620,170743,0,5.813,14.6,202303008026,NA,45.07,Excalibur,46.6667483,-124.857365,46.6561117,-124.8585433,2023,2023-Aug-26
NA,1.632088173434,2023-08-26T00:00:00Z,271.2,NA,NA,46.6829253,-124.7858457,46.6713991,-124.7847684,22.01,46.67722222,1,-124.78527778,6.6653,12.6283,0.12,1.645,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.955,183834,182051,0,7.237,14.6,202303008027,NA,421.3,Excalibur,46.6865433,-124.7855083,46.6759317,-124.78547,2023,2023-Aug-26
NA,1.544817964922,2023-08-26T00:00:00Z,147.6,NA,NA,46.7098887,-124.6462566,46.7077535,-124.6616866,11.223,46.70916667,1,-124.65361111,6.0609,12.5668,0.957,1.712,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.857,195513,193844,0,7.725,15.1,202303008028,NA,268.19,Excalibur,46.7108517,-124.6426383,46.7083933,-124.6577717,2023,2023-Aug-26
NA,1.715748941598,2023-08-27T00:00:00Z,66.1,NA,NA,46.5593565,-124.2992674,46.5701083,-124.3041033,56.04,46.56444444,1,-124.30111111,5.9267,12.5264,NA,1.223,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.757,090126,084411,0,8.014,15.3,202303008030,NA,359.67,Excalibur,46.5576817,-124.29877,46.568235,-124.3031367,2023,2023-Aug-27
NA,1.458778801174,2023-08-27T00:00:00Z,433,NA,NA,46.2552181,-124.4306762,46.2653352,-124.4279516,374.23,46.26055556,1,-124.42944444,2.8333,12.7111,NA,0.905,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.967,121007,115419,0,6.167,15.5,202303008031,NA,144.89,Excalibur,46.2493183,-124.4319,46.2584933,-124.4306133,2023,2023-Aug-27
NA,2.685709556813,2023-08-24T00:00:00Z,1087.9,50.111,NA,47.6795796,-125.5447949,47.6642735,-125.550406,50.378,47.67277778,1,-125.54777778,5.6548,14.4989,0.372,0.303,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.396,100207,093647,0,3.626,17,202303008012,NA,166.01,Excalibur,47.6918083,-125.5351117,47.677935,-125.541305,2023,2023-Aug-24
NA,1.629593157638,2023-09-02T00:00:00Z,190.6,NA,NA,45.1925828,-124.2986397,45.1912492,-124.2838325,32.72,45.19222222,2,-124.29166667,5.9521,12.5883,NA,NA,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,NA,125336,123804,0,7.7496,15.1,202303008047,NA,735.97,Excalibur,45.1926833,-124.304005,45.1916,-124.289405,2023,2023-Sep-02
NA,1.656547944384,2023-09-02T00:00:00Z,412.4,NA,NA,45.3105451,-124.5455015,45.3008566,-124.5380399,15.433,45.30583333,2,-124.54194444,5.1818,13.4619,15.737,NA,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,NA,161705,155932,0,6.1807,16.1,202303008048,NA,129.23,Excalibur,45.3158967,-124.54909,45.3066717,-124.5425283,2023,2023-Sep-02
NA,1.804715167641,2023-09-02T00:00:00Z,447,NA,NA,45.4441355,-124.5921078,45.4350344,-124.603177,40.32,45.43944444,2,-124.59833333,5.3783,12.5522,NA,NA,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,NA,181727,180133,0,5.9855,16.4,202303008049,NA,64.56,Excalibur,45.4486517,-124.5861767,45.4403867,-124.59507,2023,2023-Sep-02
NA,1.4303528865,2023-09-03T00:00:00Z,191,NA,NA,45.6627975,-124.4540797,45.6707838,-124.4579013,12.578,45.66777778,2,-124.45694444,5.5584,12.8493,0.062,NA,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,NA,125729,124150,0,7.6255,16.6,202303008052,NA,346.72,Excalibur,45.6575933,-124.45155,45.6679417,-124.4563783,2023,2023-Sep-03
NA,1.421853944731,2023-08-28T00:00:00Z,154.3,NA,NA,45.8742621,-124.5013371,45.8634192,-124.5011469,124.882,45.86861111,1,-124.50111111,4.6294,11.7623,0.974,1.39,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.894,151243,145546,0,7.618,17,202303008036,NA,248.474,Excalibur,45.8765833,-124.5014733,45.86633,-124.5011267,2023,2023-Aug-28
NA,1.424383927832,2023-08-29T00:00:00Z,97.7,NA,NA,46.1264761,-124.2631029,46.1366625,-124.2706796,67.25,46.13138889,1,-124.2675,7.9031,11.075,NA,0.8335,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.818,065035,063354,0,7.833,15.9,202303008038,NA,132.59,Excalibur,46.12486,-124.2617317,46.1345067,-124.2695517,2023,2023-Aug-29
NA,1.472071866868,2023-08-29T00:00:00Z,81.1,NA,NA,46.0292344,-124.1198488,46.03829,-124.1253342,170.72,46.03361111,1,-124.12361111,6.6977,12.5332,NA,1.4485,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.763,084502,082834,0,8.003,14.8,202303008039,NA,340.19,Excalibur,46.0278533,-124.1184067,46.0371917,-124.1248267,2023,2023-Aug-29
NA,1.208568414819,2023-08-29T00:00:00Z,125.7,NA,NA,45.8979708,-124.2659019,45.9057543,-124.2629225,24.74,45.89972222,1,-124.265,6.6673,10.8167,NA,1.006,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.808,102916,101347,0,7.874,16,202303008040,NA,160.4,Excalibur,45.8949583,-124.2682417,45.9050133,-124.263985,2023,2023-Aug-29
NA,1.285410783415,2023-08-29T00:00:00Z,112.6,NA,NA,45.7652078,-124.1755603,45.7740929,-124.1826055,68.8,45.76916667,1,-124.17861111,8.4756,11.1486,NA,1.406,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.785,131540,125936,0,7.933,15.4,202303008042,NA,113.78,Excalibur,45.7627933,-124.1733283,45.7726917,-124.1809867,2023,2023-Aug-29
NA,1.352118922913,2023-08-29T00:00:00Z,117.5,NA,NA,45.6980262,-124.1968668,45.7086753,-124.1965007,21.84,45.70388889,1,-124.19722222,6.5463,11.1267,NA,1.394,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.787,142220,140624,0,7.922,15.3,202303008043,NA,297.07,Excalibur,45.6954167,-124.1964317,45.7061517,-124.1963917,2023,2023-Aug-29
NA,1.419830416196,2023-08-28T00:00:00Z,189.8,NA,NA,45.9663578,-124.6416849,45.9770627,-124.6427495,61.345,45.97166667,1,-124.64222222,5.4042,11.8343,164.435,1.536,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.892,122424,120859,0,7.497,16.7,202303008035,NA,509.82,Excalibur,45.9633267,-124.6413283,45.9738617,-124.6425883,2023,2023-Aug-28
NA,1.591589871142,2023-08-29T00:00:00Z,148.9,NA,NA,45.8287245,-124.3420574,45.8383458,-124.3363614,46.736,45.83444444,1,-124.33861111,5.1045,12.5679,14.844,1.198,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.828,114424,112727,0,7.81,15.3,202303008041,NA,206.86,Excalibur,45.8262733,-124.3429633,45.83487,-124.33725,2023,2023-Aug-29
NA,1.338765471949,2023-08-29T00:00:00Z,92,NA,NA,45.5292876,-124.1030362,45.5388266,-124.108766,299.75,45.53388889,1,-124.10583333,6.6548,11.5663,NA,1.323,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.724,160711,155024,0,8.072,14.7,202303008044,NA,225.79,Excalibur,45.527505,-124.1015133,45.53667,-124.1077733,2023,2023-Aug-29
NA,1.553773252533,2023-09-02T00:00:00Z,267.2,NA,NA,44.8625048,-124.5380436,44.8528753,-124.5455361,26.18,44.85777778,2,-124.54194444,5.0176,12.6271,NA,1.759,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.978,070159,064536,0,7.533,15.5,202303008045,NA,592.63,Excalibur,44.86606,-124.535045,44.85706,-124.54286,2023,2023-Sep-02
NA,1.530068770059,2023-09-02T00:00:00Z,98.6,NA,NA,45.131380299999996,-124.1238734,45.1211716,-124.1271029,60.54,45.12638889,2,-124.12583333,6.2761,13.07,NA,0.459,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.783,111141,105458,0,7.956,13.2,202303008046,NA,163.2,Excalibur,45.133165,-124.1229733,45.1234217,-124.126535,2023,2023-Sep-02
NA,1.669893014906,2023-09-03T00:00:00Z,355,NA,NA,45.6536599,-124.6619794,45.6642119,-124.6623993,91.715,45.65777778,2,-124.66222222,5.3798,13.2004,7.475,1.534,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.006,065651,063808,0,6.718,16.8,202303008050,NA,302.5,Excalibur,45.6466583,-124.6601617,45.6584917,-124.6618383,2023,2023-Sep-03
NA,1.761419224202,2023-09-03T00:00:00Z,204.4,NA,NA,45.693938,-124.5544916,45.7049575,-124.5536739,13.96,45.70055556,2,-124.55416667,5.7568,12.6042,NA,1.474,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.929,103401,101805,0,7.609,16.3,202303008051,NA,315.21,Excalibur,45.69087,-124.5544067,45.70129,-124.5531517,2023,2023-Sep-03
NA,1.419918502645,2023-09-03T00:00:00Z,278.7,NA,NA,45.5294195,-124.4850454,45.5390791,-124.487663,245.32,45.53416667,2,-124.48638889,5.6658,12.9443,4.1,1.745,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.967,144420,142804,0,7.435,16.7,202303008053,NA,244.77,Excalibur,45.525385,-124.48395,45.5345317,-124.486555,2023,2023-Sep-03
NA,2.316453138891,2023-09-03T00:00:00Z,715.9,45.9714,NA,45.0733567,-124.8901886,45.0883885,-124.8892925,8.7,45.08111111,2,-124.88972222,5.5851,13.8232,NA,0.183,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.283,195108,192836,0,4.437,18.6,202303008054,NA,222.47,Excalibur,45.06453,-124.890825,45.0773733,-124.8900817,2023,2023-Sep-03
NA,1.459383638118,2023-08-28T00:00:00Z,313.3,NA,NA,46.0614445,-124.7273831,46.0720719,-124.726862,7.99,46.06666667,1,-124.72722222,6.495,11.7769,NA,1.738,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.964,105637,103943,0,7.031,16.5,202303008034,NA,358.68,Excalibur,46.05662,-124.7293267,46.066505,-124.7290217,2023,2023-Aug-28
NA,1.704658051377,2023-09-04T00:00:00Z,375.8,NA,NA,44.810399,-124.6621366,44.8174317,-124.6496783,9.731,44.81388889,2,-124.65583333,5.8,13.4903,3.829,1.363,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.027,160207,154431,0,6.555,17.9,202303008058,NA,152.56,Excalibur,44.8072917,-124.66845000000001,44.81347,-124.6565567,2023,2023-Sep-04
NA,2.083158888678,2023-09-04T00:00:00Z,895.6,NA,NA,44.5655638,-125.0015606,44.5799094,-124.9991364,11.44,44.57361111,2,-125,5.3287,12.9411,NA,0.193,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.386,194355,192138,0,3.888,18.4,202303008059,NA,365.71,Excalibur,44.554965,-125.0040733,44.5667767,-125.000335,2023,2023-Sep-04
NA,1.600479402523,2023-09-05T00:00:00Z,481.2,NA,NA,44.4328926,-124.9111607,44.4237345,-124.902104,111.252,44.42805556,2,-124.90666667,5.7745,12.7593,3.418,0.885,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.078,070310,064527,0,5.674,18.2,202303008060,NA,186.98,Excalibur,44.437935,-124.91569,44.4293667,-124.9083367,2023,2023-Sep-05
NA,1.730494972836,2023-09-05T00:00:00Z,464.8,NA,NA,44.4929226,-124.8993773,44.4806422,-124.8977702,59.138,44.48666667,2,-124.89861111,6.8409,12.5833,1.922,0.95,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.072,093603,091819,0,5.762,18.2,202303008061,NA,329.92,Excalibur,44.4993283,-124.9001867,44.4878717,-124.8987933,2023,2023-Sep-05
NA,1.572474682405,2023-09-05T00:00:00Z,425.8,NA,NA,44.5449477,-124.823869,44.5333164,-124.8248322,69.77,44.53888889,2,-124.82472222,5.0545,12.1,0.73,0.894,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.042,114714,112821,0,5.743,16.8,202303008062,NA,76.12,Excalibur,44.550795,-124.822835,44.540355,-124.825115,2023,2023-Sep-05
NA,1.523205520112,2023-09-05T00:00:00Z,123.9,NA,NA,44.5323701,-124.5371906,44.5432265,-124.5368695,4.05,44.53777778,2,-124.53722222,6.8101,12.5545,NA,1.522,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.782,141132,135528,0,8.106,15.9,202303008063,NA,119.76,Excalibur,44.5304583,-124.5372233,44.5410733,-124.53698,2023,2023-Sep-05
NA,1.427284615313,2023-09-05T00:00:00Z,86.8,NA,NA,44.52989,-124.3049164,44.5340081,-124.3179771,8.33,44.53194444,2,-124.31138889,5.29,12.5368,NA,0.317,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.783,160610,154949,0,8.018,14.6,202303008064,NA,80.09,Excalibur,44.5292167,-124.3028967,44.5333467,-124.3155283,2023,2023-Sep-05
NA,1.67934163591,2023-09-05T00:00:00Z,59.3,NA,NA,44.5103319,-124.1907403,44.4981083,-124.1949023,117.66,44.50388889,2,-124.19388889,6.9557,11.5856,NA,2.202,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.67,171910,170122,0,8.473,15.3,202303008065,NA,71.79,Excalibur,44.5115317,-124.18908,44.5001283,-124.1948017,2023,2023-Sep-05
NA,1.358389055275,2023-09-06T00:00:00Z,74.9,NA,NA,44.3013908,-124.2940044,44.3122006,-124.2938228,61.21,44.30666667,2,-124.29388889,5.29,11.231,NA,1.93,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.695,071507,065825,0,8.508,13.9,202303008066,NA,217.22,Excalibur,44.29968,-124.29409,44.3102633,-124.2936883,2023,2023-Sep-06
NA,1.529178038093,2023-09-06T00:00:00Z,119.3,NA,NA,44.1265038,-124.5801237,44.1347581,-124.5701892,29.94,44.13055556,2,-124.57555556,5.6541,12.5528,NA,1.109,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.876,095419,093726,0,8.272,14.6,202303008067,NA,321.8,Excalibur,44.1247333,-124.5818517,44.133,-124.57294,2023,2023-Sep-06
NA,1.364183052202,2023-09-06T00:00:00Z,202.5,NA,NA,43.9212326,-124.6052157,43.9212082,-124.6171305,20.37,43.92138889,2,-124.61,5.6141,12.5944,NA,1.644,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.992,162249,160656,0,7.748,15.3,202303008068,NA,425.34,Excalibur,43.91936,-124.5991183,43.9219917,-124.6123133,2023,2023-Sep-06
NA,1.462064854055,2023-09-06T00:00:00Z,118.9,NA,NA,43.9061632,-124.39345899999999,43.9165895,-124.3942773,14.86,43.91138889,2,-124.39388889,6.4289,12.5522,NA,1.651,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,33.844,184457,182931,0,8.426,15.1,202303008069,NA,67.76,Excalibur,43.9040367,-124.3933533,43.9144133,-124.3940467,2023,2023-Sep-06
NA,2.189426563255,2023-09-07T00:00:00Z,1051.6,NA,NA,43.5502034,-125.0055761,43.5644085,-125.012566,40.302,43.55805556,2,-125.00944444,6.5533,13.0185,7.198,0.196,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.424,071913,065658,0,3.554,17.2,202303008070,NA,370.94,Excalibur,43.53935,-125.0000283,43.5509017,-125.0046933,2023,2023-Sep-07
NA,1.811087026701,2023-09-07T00:00:00Z,864.6,41.3215,NA,43.3619186,-124.9669039,43.3743516,-124.967945,11.76,43.36833333,2,-124.9675,6.0054,13.0643,NA,0.16,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.359,095217,093250,0,4.077,16.2,202303008071,NA,250.34,Excalibur,43.3512117,-124.9659217,43.361905,-124.9665367,2023,2023-Sep-07
NA,1.75843370091,2023-09-07T00:00:00Z,716.8,NA,NA,43.381342,-124.9215651,43.3690869,-124.9226223,22.46,43.375,2,-124.92222222,5.29,12.8518,NA,0.229,-999,2,Satisfactory,Groundfish Slope and Shelf Combination Survey,34.252,115348,113536,0,4.557,16.1,202303008072,NA,315.79,Excalibur,43.390735,-124.9203483,43.37961,-124.9224467,2023,2023-Sep-07
