year,CRUISE6,CRUISE,STRATUM,TOW,STATION,STATUS_CODE,ID,STATYPE,HAUL,GEARCOND,SHG,TYPE_CODE,TYPE_COMMENT,OPERATION_CODE,OPERATION_COMMENT,GEAR_CODE,GEAR_COMMENT,ACQUISITION_CODE,ACQUISITION_COMMENT,TOGA,AREA,SVVESSEL,CRUNUM,SVGEAR,BEGIN_EST_TOWDATE,BEING_EST_TOWDATE,BEGIN_GMT_TOWDATE,BEGIN_GMT_TOWDATE_1,EST_YEAR,EST_MONTH,EST_DAY,EST_JULIAN_DAY,EST_TIME,GMT_YEAR,GMT_MONTH,GMT_DAY,GMT_JULIAN_DAY,GMT_TIME,TOWDUR,SETDEPTH,ENDDEPTH,MINDEPTH,MAXDEPTH,AVGDEPTH,BEGEKVLOG,ENDEKVLOG,BEGLAT,BEGLON,ENDLAT,ENDLON,DECDEG_BEGLAT,DECDEG_BEGLON,DECDEG_ENDLAT,DECDEG_ENDLON,LORS1,LORE1,LORS2,LORE2,CABLE,PITCH,HEADING,COURSE,RPM,DOPDISTB,DOPDISTW,DESSPEED,GEARID,DOORID,OTHGEAR,AIRTEMP,CLOUD,BAROPRESS,WINDDIR,WINDSP,WEATHER,WAVEHGT,SWELLDIR,SWELLHGT,BKTTEMP,TRASHAMT,TRASHSHL,TRASHBIO,TRASHSUB,XBT,SURFTEMP,SURFSALIN,BOTTEMP,BOTSALIN,FULD,NO_DETAIL_SVSPP,BOTSPEED,WATCH_CHIEF_COMMENTS,STATION_COMMENTS,HABITAT_COMMENTS,SVSPP,EXPCATCHNUM,EXPCATCHWT,SCIENTIFIC_NAME
2023,202304,202304,01740,4,14,10,202304017400040014,1.0,1.0,1.0,111,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,615.0,HB,4,10.0,09/10/2023 11:38:02,09/10/2023 11:58:02,09/10/2023 16:38:02,09/10/2023 16:58:02,2023.0,9.0,10.0,2460198.0,11:38:02,2023.0,9.0,10.0,2460198.0,16:38:02,20.0,69.0,71.0,69.0,72.0,70.0,,,3901.41,7317.66,3900.78,7316.64,39.0235,-73.294333,39.013,-73.277333, , , , ,,,117.8,123.0,,1.136,,, , , ,,,,133.8,5.3,,,,,,,,,, ,24.62,31.693,9.93,33.049,,,3.4,,,,998.0,0.0,3.297,TRASH SPECIES IN CATCH
2023,202304,202304,01740,4,14,10,202304017400040014,1.0,1.0,1.0,111,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,615.0,HB,4,10.0,09/10/2023 11:38:02,09/10/2023 11:58:02,09/10/2023 16:38:02,09/10/2023 16:58:02,2023.0,9.0,10.0,2460198.0,11:38:02,2023.0,9.0,10.0,2460198.0,16:38:02,20.0,69.0,71.0,69.0,72.0,70.0,,,3901.41,7317.66,3900.78,7316.64,39.0235,-73.294333,39.013,-73.277333, , , , ,,,117.8,123.0,,1.136,,, , , ,,,,133.8,5.3,,,,,,,,,, ,24.62,31.693,9.93,33.049,,,3.4,,,,313.0,1.0,0.006,Cancer irroratus (Atlantic rock crab)
2023,202304,202304,01740,4,14,10,202304017400040014,1.0,1.0,1.0,111,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,615.0,HB,4,10.0,09/10/2023 11:38:02,09/10/2023 11:58:02,09/10/2023 16:38:02,09/10/2023 16:58:02,2023.0,9.0,10.0,2460198.0,11:38:02,2023.0,9.0,10.0,2460198.0,16:38:02,20.0,69.0,71.0,69.0,72.0,70.0,,,3901.41,7317.66,3900.78,7316.64,39.0235,-73.294333,39.013,-73.277333, , , , ,,,117.8,123.0,,1.136,,, , , ,,,,133.8,5.3,,,,,,,,,, ,24.62,31.693,9.93,33.049,,,3.4,,,,313.0,1.0,0.011,Cancer irroratus (Atlantic rock crab)
2023,202304,202304,01740,2,15,10,202304017400020015,1.0,1.0,1.0,111,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,622.0,HB,4,10.0,09/10/2023 13:33:26,09/10/2023 13:53:28,09/10/2023 18:33:26,09/10/2023 18:53:28,2023.0,9.0,10.0,2460198.0,13:33:26,2023.0,9.0,10.0,2460198.0,18:33:26,20.03,79.0,80.0,79.0,82.0,81.0,,,3850.43,7312.2,3849.89,7311.17,38.8405,-73.203333,38.8315,-73.186167, , , , ,,,123.3,130.0,,1.121,,, , , ,,,,100.6,6.0,,,,,,,,,, ,25.49,31.953,10.0,33.35,,,3.4,,,,25.0,5.0,0.862,Leucoraja garmani (rosette skate)
2023,202304,202304,01740,2,15,10,202304017400020015,1.0,1.0,1.0,111,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,622.0,HB,4,10.0,09/10/2023 13:33:26,09/10/2023 13:53:28,09/10/2023 18:33:26,09/10/2023 18:53:28,2023.0,9.0,10.0,2460198.0,13:33:26,2023.0,9.0,10.0,2460198.0,18:33:26,20.03,79.0,80.0,79.0,82.0,81.0,,,3850.43,7312.2,3849.89,7311.17,38.8405,-73.203333,38.8315,-73.186167, , , , ,,,123.3,130.0,,1.121,,, , , ,,,,100.6,6.0,,,,,,,,,, ,25.49,31.953,10.0,33.35,,,3.4,,,,78.0,2.0,0.142,Urophycis regia (spotted hake)
2023,202304,202304,01740,2,15,10,202304017400020015,1.0,1.0,1.0,111,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,622.0,HB,4,10.0,09/10/2023 13:33:26,09/10/2023 13:53:28,09/10/2023 18:33:26,09/10/2023 18:53:28,2023.0,9.0,10.0,2460198.0,13:33:26,2023.0,9.0,10.0,2460198.0,18:33:26,20.03,79.0,80.0,79.0,82.0,81.0,,,3850.43,7312.2,3849.89,7311.17,38.8405,-73.203333,38.8315,-73.186167, , , , ,,,123.3,130.0,,1.121,,, , , ,,,,100.6,6.0,,,,,,,,,, ,25.49,31.953,10.0,33.35,,,3.4,,,,104.0,4.0,0.263,Hippoglossina oblonga (fourspot flounder)
2023,202304,202304,01740,2,15,10,202304017400020015,1.0,1.0,1.0,111,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,622.0,HB,4,10.0,09/10/2023 13:33:26,09/10/2023 13:53:28,09/10/2023 18:33:26,09/10/2023 18:53:28,2023.0,9.0,10.0,2460198.0,13:33:26,2023.0,9.0,10.0,2460198.0,18:33:26,20.03,79.0,80.0,79.0,82.0,81.0,,,3850.43,7312.2,3849.89,7311.17,38.8405,-73.203333,38.8315,-73.186167, , , , ,,,123.3,130.0,,1.121,,, , , ,,,,100.6,6.0,,,,,,,,,, ,25.49,31.953,10.0,33.35,,,3.4,,,,109.0,4.0,0.014,Citharichthys arctifrons (Gulf stream flounder)
2023,202304,202304,01740,2,15,10,202304017400020015,1.0,1.0,1.0,111,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,622.0,HB,4,10.0,09/10/2023 13:33:26,09/10/2023 13:53:28,09/10/2023 18:33:26,09/10/2023 18:53:28,2023.0,9.0,10.0,2460198.0,13:33:26,2023.0,9.0,10.0,2460198.0,18:33:26,20.03,79.0,80.0,79.0,82.0,81.0,,,3850.43,7312.2,3849.89,7311.17,38.8405,-73.203333,38.8315,-73.186167, , , , ,,,123.3,130.0,,1.121,,, , , ,,,,100.6,6.0,,,,,,,,,, ,25.49,31.953,10.0,33.35,,,3.4,,,,401.0,3.0,0.209,Placopecten magellanicus (sea scallop)
2023,202304,202304,01740,2,15,10,202304017400020015,1.0,1.0,1.0,111,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,622.0,HB,4,10.0,09/10/2023 13:33:26,09/10/2023 13:53:28,09/10/2023 18:33:26,09/10/2023 18:53:28,2023.0,9.0,10.0,2460198.0,13:33:26,2023.0,9.0,10.0,2460198.0,18:33:26,20.03,79.0,80.0,79.0,82.0,81.0,,,3850.43,7312.2,3849.89,7311.17,38.8405,-73.203333,38.8315,-73.186167, , , , ,,,123.3,130.0,,1.121,,, , , ,,,,100.6,6.0,,,,,,,,,, ,25.49,31.953,10.0,33.35,,,3.4,,,,502.0,33.0,0.461,Illex illecebrosus (northern shortfin squid)
2023,202304,202304,01740,2,15,10,202304017400020015,1.0,1.0,1.0,111,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,622.0,HB,4,10.0,09/10/2023 13:33:26,09/10/2023 13:53:28,09/10/2023 18:33:26,09/10/2023 18:53:28,2023.0,9.0,10.0,2460198.0,13:33:26,2023.0,9.0,10.0,2460198.0,18:33:26,20.03,79.0,80.0,79.0,82.0,81.0,,,3850.43,7312.2,3849.89,7311.17,38.8405,-73.203333,38.8315,-73.186167, , , , ,,,123.3,130.0,,1.121,,, , , ,,,,100.6,6.0,,,,,,,,,, ,25.49,31.953,10.0,33.35,,,3.4,,,,503.0,248.0,5.877,Loligo pealeii (longfin squid)
2023,202304,202304,01740,2,15,10,202304017400020015,1.0,1.0,1.0,111,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,622.0,HB,4,10.0,09/10/2023 13:33:26,09/10/2023 13:53:28,09/10/2023 18:33:26,09/10/2023 18:53:28,2023.0,9.0,10.0,2460198.0,13:33:26,2023.0,9.0,10.0,2460198.0,18:33:26,20.03,79.0,80.0,79.0,82.0,81.0,,,3850.43,7312.2,3849.89,7311.17,38.8405,-73.203333,38.8315,-73.186167, , , , ,,,123.3,130.0,,1.121,,, , , ,,,,100.6,6.0,,,,,,,,,, ,25.49,31.953,10.0,33.35,,,3.4,,,,998.0,0.0,0.559,TRASH SPECIES IN CATCH
2023,202304,202304,01750,2,16,10,202304017500020016,1.0,1.0,1.0,111,1.0,"RANDOM,outside 1nm within 3nm",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,623.0,HB,4,10.0,09/10/2023 16:02:02,09/10/2023 16:22:01,09/10/2023 21:02:02,09/10/2023 21:22:01,2023.0,9.0,10.0,2460198.0,16:02:02,2023.0,9.0,10.0,2460198.0,21:02:02,19.98,117.0,118.0,117.0,118.0,118.0,,,3850.65,7259.29,3851.42,7258.5,38.844167,-72.988167,38.857,-72.975, , , , ,,,42.8,40.0,,1.151,,, , , ,,,,118.1,7.9,,,,,,,,,, ,24.92,33.659,14.05,35.459,,,3.5,,,,25.0,12.0,2.08,Leucoraja garmani (rosette skate)
2023,202304,202304,01750,2,16,10,202304017500020016,1.0,1.0,1.0,111,1.0,"RANDOM,outside 1nm within 3nm",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,623.0,HB,4,10.0,09/10/2023 16:02:02,09/10/2023 16:22:01,09/10/2023 21:02:02,09/10/2023 21:22:01,2023.0,9.0,10.0,2460198.0,16:02:02,2023.0,9.0,10.0,2460198.0,21:02:02,19.98,117.0,118.0,117.0,118.0,118.0,,,3850.65,7259.29,3851.42,7258.5,38.844167,-72.988167,38.857,-72.975, , , , ,,,42.8,40.0,,1.151,,, , , ,,,,118.1,7.9,,,,,,,,,, ,24.92,33.659,14.05,35.459,,,3.5,,,,78.0,16.0,0.874,Urophycis regia (spotted hake)
2023,202304,202304,01750,2,16,10,202304017500020016,1.0,1.0,1.0,111,1.0,"RANDOM,outside 1nm within 3nm",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,623.0,HB,4,10.0,09/10/2023 16:02:02,09/10/2023 16:22:01,09/10/2023 21:02:02,09/10/2023 21:22:01,2023.0,9.0,10.0,2460198.0,16:02:02,2023.0,9.0,10.0,2460198.0,21:02:02,19.98,117.0,118.0,117.0,118.0,118.0,,,3850.65,7259.29,3851.42,7258.5,38.844167,-72.988167,38.857,-72.975, , , , ,,,42.8,40.0,,1.151,,, , , ,,,,118.1,7.9,,,,,,,,,, ,24.92,33.659,14.05,35.459,,,3.5,,,,104.0,1.0,0.105,Hippoglossina oblonga (fourspot flounder)
2023,202304,202304,01750,2,16,10,202304017500020016,1.0,1.0,1.0,111,1.0,"RANDOM,outside 1nm within 3nm",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,623.0,HB,4,10.0,09/10/2023 16:02:02,09/10/2023 16:22:01,09/10/2023 21:02:02,09/10/2023 21:22:01,2023.0,9.0,10.0,2460198.0,16:02:02,2023.0,9.0,10.0,2460198.0,21:02:02,19.98,117.0,118.0,117.0,118.0,118.0,,,3850.65,7259.29,3851.42,7258.5,38.844167,-72.988167,38.857,-72.975, , , , ,,,42.8,40.0,,1.151,,, , , ,,,,118.1,7.9,,,,,,,,,, ,24.92,33.659,14.05,35.459,,,3.5,,,,109.0,2.0,0.017,Citharichthys arctifrons (Gulf stream flounder)
2023,202304,202304,01750,2,16,10,202304017500020016,1.0,1.0,1.0,111,1.0,"RANDOM,outside 1nm within 3nm",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,623.0,HB,4,10.0,09/10/2023 16:02:02,09/10/2023 16:22:01,09/10/2023 21:02:02,09/10/2023 21:22:01,2023.0,9.0,10.0,2460198.0,16:02:02,2023.0,9.0,10.0,2460198.0,21:02:02,19.98,117.0,118.0,117.0,118.0,118.0,,,3850.65,7259.29,3851.42,7258.5,38.844167,-72.988167,38.857,-72.975, , , , ,,,42.8,40.0,,1.151,,, , , ,,,,118.1,7.9,,,,,,,,,, ,24.92,33.659,14.05,35.459,,,3.5,,,,131.0,1146.0,53.813,Peprilus triacanthus (butterfish)
2023,202304,202304,01750,2,16,10,202304017500020016,1.0,1.0,1.0,111,1.0,"RANDOM,outside 1nm within 3nm",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,623.0,HB,4,10.0,09/10/2023 16:02:02,09/10/2023 16:22:01,09/10/2023 21:02:02,09/10/2023 21:22:01,2023.0,9.0,10.0,2460198.0,16:02:02,2023.0,9.0,10.0,2460198.0,21:02:02,19.98,117.0,118.0,117.0,118.0,118.0,,,3850.65,7259.29,3851.42,7258.5,38.844167,-72.988167,38.857,-72.975, , , , ,,,42.8,40.0,,1.151,,, , , ,,,,118.1,7.9,,,,,,,,,, ,24.92,33.659,14.05,35.459,,,3.5,,,,158.0,2.0,0.058,Antigonia capros (deepbody boarfish)
2023,202304,202304,01750,2,16,10,202304017500020016,1.0,1.0,1.0,111,1.0,"RANDOM,outside 1nm within 3nm",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,623.0,HB,4,10.0,09/10/2023 16:02:02,09/10/2023 16:22:01,09/10/2023 21:02:02,09/10/2023 21:22:01,2023.0,9.0,10.0,2460198.0,16:02:02,2023.0,9.0,10.0,2460198.0,21:02:02,19.98,117.0,118.0,117.0,118.0,118.0,,,3850.65,7259.29,3851.42,7258.5,38.844167,-72.988167,38.857,-72.975, , , , ,,,42.8,40.0,,1.151,,, , , ,,,,118.1,7.9,,,,,,,,,, ,24.92,33.659,14.05,35.459,,,3.5,,,,213.0,2.0,0.085,Ariomma bondi (silver rag)
2023,202304,202304,01750,2,16,10,202304017500020016,1.0,1.0,1.0,111,1.0,"RANDOM,outside 1nm within 3nm",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,623.0,HB,4,10.0,09/10/2023 16:02:02,09/10/2023 16:22:01,09/10/2023 21:02:02,09/10/2023 21:22:01,2023.0,9.0,10.0,2460198.0,16:02:02,2023.0,9.0,10.0,2460198.0,21:02:02,19.98,117.0,118.0,117.0,118.0,118.0,,,3850.65,7259.29,3851.42,7258.5,38.844167,-72.988167,38.857,-72.975, , , , ,,,42.8,40.0,,1.151,,, , , ,,,,118.1,7.9,,,,,,,,,, ,24.92,33.659,14.05,35.459,,,3.5,,,,502.0,9.0,0.558,Illex illecebrosus (northern shortfin squid)
2023,202304,202304,01750,2,16,10,202304017500020016,1.0,1.0,1.0,111,1.0,"RANDOM,outside 1nm within 3nm",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,623.0,HB,4,10.0,09/10/2023 16:02:02,09/10/2023 16:22:01,09/10/2023 21:02:02,09/10/2023 21:22:01,2023.0,9.0,10.0,2460198.0,16:02:02,2023.0,9.0,10.0,2460198.0,21:02:02,19.98,117.0,118.0,117.0,118.0,118.0,,,3850.65,7259.29,3851.42,7258.5,38.844167,-72.988167,38.857,-72.975, , , , ,,,42.8,40.0,,1.151,,, , , ,,,,118.1,7.9,,,,,,,,,, ,24.92,33.659,14.05,35.459,,,3.5,,,,503.0,77.0,7.14,Loligo pealeii (longfin squid)
2023,202304,202304,01750,2,16,10,202304017500020016,1.0,1.0,1.0,111,1.0,"RANDOM,outside 1nm within 3nm",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,623.0,HB,4,10.0,09/10/2023 16:02:02,09/10/2023 16:22:01,09/10/2023 21:02:02,09/10/2023 21:22:01,2023.0,9.0,10.0,2460198.0,16:02:02,2023.0,9.0,10.0,2460198.0,21:02:02,19.98,117.0,118.0,117.0,118.0,118.0,,,3850.65,7259.29,3851.42,7258.5,38.844167,-72.988167,38.857,-72.975, , , , ,,,42.8,40.0,,1.151,,, , , ,,,,118.1,7.9,,,,,,,,,, ,24.92,33.659,14.05,35.459,,,3.5,,,,998.0,0.0,0.91,TRASH SPECIES IN CATCH
