latitude,longitude,cruise,time,station_id,tow_numbers,species_count,total_larvae,sample_date
32.41833,-119.96,199003,1990-03-10T08:40:00Z,60,1,2,4,1990-03-10
32.41833,-119.96,199003,1990-03-10T09:07:00Z,60,1,9,28,1990-03-10
32.651665,-119.48167,199003,1990-03-10T14:40:00Z,53,1,1,2,1990-03-10
32.651665,-119.48167,199003,1990-03-10T15:07:00Z,53,1,10,223,1990-03-10
32.91833,-118.935,199003,1990-03-10T22:29:00Z,45,1,1,3,1990-03-10
32.91833,-118.935,199003,1990-03-10T22:56:00Z,45,1,13,196,1990-03-10
33.185,-118.388336,199003,1990-03-11T04:52:00Z,37,1,1,1,1990-03-11
33.185,-118.388336,199003,1990-03-11T05:20:00Z,37,1,7,157,1990-03-11
33.251667,-118.24834,199003,1990-03-11T07:51:00Z,35,1,2,2,1990-03-11
33.251667,-118.24834,199003,1990-03-11T09:47:00Z,35,1,7,118,1990-03-11
33.41833,-117.90667,199003,1990-03-11T14:39:00Z,30,1,2,6,1990-03-11
33.41833,-117.90667,199003,1990-03-11T15:08:00Z,30,1,9,141,1990-03-11
33.485,-117.76666,199003,1990-03-11T17:43:00Z,28,1,3,10,1990-03-11
33.485,-117.76666,199003,1990-03-11T18:12:00Z,28,1,10,63,1990-03-11
33.656666,-119,199003,1990-03-12T20:31:00Z,40,1,2,14,1990-03-12
33.656666,-119,199003,1990-03-12T20:52:00Z,40,1,5,129,1990-03-12
33.823334,-118.62666,199003,1990-03-12T15:25:00Z,35,1,1,2,1990-03-12
33.823334,-118.62666,199003,1990-03-12T16:00:00Z,35,1,7,117,1990-03-12
33.89,-118.49167,199003,1990-03-12T12:35:00Z,33,1,10,18,1990-03-12
33.89,-118.49167,199003,1990-03-12T13:10:00Z,33,1,9,51,1990-03-12
32.656666,-121.03167,199003,1990-03-13T21:15:00Z,70,1,1,5,1990-03-13
32.656666,-121.03167,199003,1990-03-13T21:36:00Z,70,1,11,38,1990-03-13
32.99,-120.35,199003,1990-03-13T13:58:00Z,60,1,2,2,1990-03-13
32.99,-120.35,199003,1990-03-13T14:18:00Z,60,1,8,36,1990-03-13
33.158333,-120.005,199003,1990-03-13T09:21:00Z,55,1,2,6,1990-03-13
33.158333,-120.005,199003,1990-03-13T09:48:00Z,55,1,10,45,1990-03-13
33.323334,-119.66333,199003,1990-03-13T04:48:00Z,50,1,9,113,1990-03-13
33.323334,-119.66333,199003,1990-03-13T05:10:00Z,50,1,8,407,1990-03-13
33.49,-119.31834,199003,1990-03-13T01:15:00Z,45,1,11,51,1990-03-13
31.658333,-123.07,199003,1990-03-14T15:30:00Z,100,1,13,42,1990-03-14
31.991667,-122.39333,199003,1990-03-14T08:55:00Z,90,1,4,10,1990-03-14
31.991667,-122.39333,199003,1990-03-14T09:20:00Z,90,1,11,23,1990-03-14
32.243332,-123.49167,199003,1990-03-14T22:45:00Z,100,1,1,9,1990-03-14
32.243332,-123.49167,199003,1990-03-14T23:07:00Z,100,1,8,13,1990-03-14
32.323334,-121.715,199003,1990-03-14T03:26:00Z,80,1,3,32,1990-03-14
32.323334,-121.715,199003,1990-03-14T03:45:00Z,80,1,16,70,1990-03-14
32.576668,-122.81167,199003,1990-03-15T04:52:00Z,90,1,1,1,1990-03-15
32.576668,-122.81167,199003,1990-03-15T05:18:00Z,90,1,16,60,1990-03-15
32.911667,-122.13,199003,1990-03-15T11:25:00Z,80,1,1,2,1990-03-15
32.911667,-122.13,199003,1990-03-15T11:45:00Z,80,1,14,21,1990-03-15
33.24,-121.44334,199003,1990-03-15T18:10:00Z,70,1,4,5,1990-03-15
33.578335,-120.755,199003,1990-03-16T01:09:00Z,60,1,11,62,1990-03-16
33.745,-120.41,199003,1990-03-16T04:54:00Z,55,1,2,3,1990-03-16
33.745,-120.41,199003,1990-03-16T05:13:00Z,55,1,9,89,1990-03-16
33.878334,-120.13333,199003,1990-03-16T07:43:00Z,51,1,7,44,1990-03-16
33.878334,-120.13333,199003,1990-03-16T08:03:00Z,51,1,13,65,1990-03-16
34.178333,-119.50833,199003,1990-03-16T14:44:00Z,42,1,2,13,1990-03-16
34.178333,-119.50833,199003,1990-03-16T15:08:00Z,42,1,8,17,1990-03-16
34.225,-119.41167,199003,1990-03-16T17:10:00Z,40.6,1,3,5,1990-03-16
34.275,-120.025,199003,1990-03-16T22:40:00Z,46.9,1,1,4,1990-03-16
34.275,-120.025,199003,1990-03-16T23:00:00Z,46.9,1,5,17,1990-03-16
33.485,-122.53333,199003,1990-03-17T22:16:00Z,80,1,1,1,1990-03-17
33.485,-122.53333,199003,1990-03-17T22:35:00Z,80,1,12,23,1990-03-17
33.816666,-121.84333,199003,1990-03-17T15:46:00Z,70,1,1,1,1990-03-17
33.816666,-121.84333,199003,1990-03-17T16:06:00Z,70,1,5,34,1990-03-17
34.15,-121.14833,199003,1990-03-17T09:55:00Z,60,1,11,69,1990-03-17
34.15,-121.14833,199003,1990-03-17T10:15:00Z,60,1,8,37,1990-03-17
34.316666,-120.80167,199003,1990-03-17T06:22:00Z,55,1,6,47,1990-03-17
34.316666,-120.80167,199003,1990-03-17T06:40:00Z,55,1,9,45,1990-03-17
34.45,-120.52333,199003,1990-03-17T03:12:00Z,51,1,5,31,1990-03-17
33.15,-123.22,199003,1990-03-18T04:12:00Z,90,1,1,10,1990-03-18
33.15,-123.22,199003,1990-03-18T04:31:00Z,90,1,10,18,1990-03-18
33.72,-123.63333,199003,1990-03-18T10:08:00Z,90,1,1,1,1990-03-18
33.72,-123.63333,199003,1990-03-18T10:30:00Z,90,1,12,40,1990-03-18
34.06,-122.93166,199003,1990-03-18T16:45:00Z,80,1,6,14,1990-03-18
34.388332,-122.246666,199003,1990-03-18T23:47:00Z,70,1,1,1,1990-03-18
34.388332,-122.246666,199003,1990-03-19T00:14:00Z,70,1,11,65,1990-03-19
34.721664,-121.55,199003,1990-03-19T05:52:00Z,60,1,6,12,1990-03-19
34.721664,-121.55,199003,1990-03-19T06:12:00Z,60,1,13,118,1990-03-19
34.885,-121.19833,199003,1990-03-19T10:28:00Z,55,1,1,1,1990-03-19
34.885,-121.19833,199003,1990-03-19T10:45:00Z,55,1,6,25,1990-03-19
35.021667,-120.918335,199003,1990-03-19T14:17:00Z,51,1,4,25,1990-03-19
35.021667,-120.918335,199003,1990-03-19T14:38:00Z,51,1,6,116,1990-03-19
35.088333,-120.776665,199003,1990-03-19T16:54:00Z,49,1,1,1,1990-03-19
35.088333,-120.776665,199003,1990-03-19T17:13:00Z,49,1,6,23,1990-03-19
32.911667,-117.395,199004,1990-04-17T23:28:00Z,28,1,4,13,1990-04-17
32.911667,-117.395,199004,1990-04-17T23:52:00Z,28,1,1,2,1990-04-17
32.956665,-117.305,199004,1990-04-17T20:13:00Z,26.7,1,4,18,1990-04-17
32.956665,-117.305,199004,1990-04-17T20:55:00Z,26.7,1,2,3,1990-04-17
32.18,-118.89333,199004,1990-04-18T22:50:00Z,50,1,5,8,1990-04-18
32.346664,-118.555,199004,1990-04-18T17:02:00Z,45,1,6,9,1990-04-18
32.513332,-118.215,199004,1990-04-18T12:02:00Z,40,1,1,1,1990-04-18
32.513332,-118.215,199004,1990-04-18T12:23:00Z,40,1,9,31,1990-04-18
32.68,-117.87334,199004,1990-04-18T07:45:00Z,35,1,3,5,1990-04-18
32.68,-117.87334,199004,1990-04-18T08:06:00Z,35,1,6,17,1990-04-18
32.846664,-117.53167,199004,1990-04-18T02:47:00Z,30,1,4,16,1990-04-18
32.846664,-117.53167,199004,1990-04-18T03:10:00Z,30,1,3,20,1990-04-18
31.18,-120.92,199004,1990-04-19T20:00:00Z,80,1,5,8,1990-04-19
31.513332,-120.246666,199004,1990-04-19T13:10:00Z,70,1,1,1,1990-04-19
31.513332,-120.246666,199004,1990-04-19T13:32:00Z,70,1,9,18,1990-04-19
31.845,-119.57166,199004,1990-04-19T06:55:00Z,60,1,1,1,1990-04-19
31.845,-119.57166,199004,1990-04-19T07:15:00Z,60,1,11,23,1990-04-19
32.013332,-119.23333,199004,1990-04-19T02:49:00Z,55,1,1,3,1990-04-19
32.013332,-119.23333,199004,1990-04-19T03:10:00Z,55,1,6,17,1990-04-19
29.846666,-123.58666,199004,1990-04-20T17:51:00Z,120,1,1,1,1990-04-20
29.846666,-123.58666,199004,1990-04-20T18:09:00Z,120,1,17,47,1990-04-20
30.181665,-122.92333000000001,199004,1990-04-20T12:28:00Z,110,1,3,6,1990-04-20
30.181665,-122.92333000000001,199004,1990-04-20T12:46:00Z,110,1,16,43,1990-04-20
30.501665,-122.275,199004,1990-04-20T07:01:00Z,100,1,3,6,1990-04-20
30.501665,-122.275,199004,1990-04-20T07:23:00Z,100,1,14,64,1990-04-20
30.846666,-121.59167,199004,1990-04-20T01:17:00Z,90,1,13,15,1990-04-20
30.418333,-124,199004,1990-04-21T01:00:00Z,120,1,21,51,1990-04-21
30.751665,-123.331665,199004,1990-04-21T06:32:00Z,110,1,1,11,1990-04-21
30.751665,-123.331665,199004,1990-04-21T06:51:00Z,110,1,24,61,1990-04-21
31.081667,-122.66333,199004,1990-04-21T12:35:00Z,100,1,1,2,1990-04-21
31.081667,-122.66333,199004,1990-04-21T12:53:00Z,100,1,11,38,1990-04-21
31.418333,-121.99,199004,1990-04-21T19:32:00Z,90,1,12,20,1990-04-21
31.751665,-121.315,199004,1990-04-22T01:50:00Z,80,1,1,1,1990-04-22
31.751665,-121.315,199004,1990-04-22T02:08:00Z,80,1,8,17,1990-04-22
32.085,-120.638336,199004,1990-04-22T08:53:00Z,70,1,1,1,1990-04-22
32.085,-120.638336,199004,1990-04-22T09:13:00Z,70,1,11,39,1990-04-22
32.411667,-119.95,199004,1990-04-22T15:42:00Z,60,1,1,1,1990-04-22
32.411667,-119.95,199004,1990-04-22T16:00:00Z,60,1,4,15,1990-04-22
32.65333,-119.48167,199004,1990-04-22T22:13:00Z,53,1,4,21,1990-04-22
32.91833,-118.93166,199004,1990-04-23T03:41:00Z,45,1,1,2,1990-04-23
32.91833,-118.93166,199004,1990-04-23T04:00:00Z,45,1,5,20,1990-04-23
33.185,-118.38167,199004,1990-04-23T08:52:00Z,37,1,2,7,1990-04-23
33.185,-118.38167,199004,1990-04-23T09:11:00Z,37,1,4,14,1990-04-23
33.251667,-118.25,199004,1990-04-23T11:31:00Z,35,1,2,3,1990-04-23
33.251667,-118.25,199004,1990-04-23T11:48:00Z,35,1,4,15,1990-04-23
33.41833,-117.905,199004,1990-04-23T15:27:00Z,30,1,1,1,1990-04-23
33.41833,-117.905,199004,1990-04-23T15:43:00Z,30,1,4,10,1990-04-23
33.485,-117.76833,199004,1990-04-23T17:48:00Z,28,1,1,1,1990-04-23
33.323334,-119.66333,199004,1990-04-24T19:57:00Z,50,1,4,7,1990-04-24
33.49,-119.31834,199004,1990-04-24T15:48:00Z,45,1,2,4,1990-04-24
33.656666,-118.98167,199004,1990-04-24T11:06:00Z,40,1,1,1,1990-04-24
33.656666,-118.98167,199004,1990-04-24T11:25:00Z,40,1,7,19,1990-04-24
33.823334,-118.628334,199004,1990-04-24T06:32:00Z,35,1,1,66,1990-04-24
33.823334,-118.628334,199004,1990-04-24T06:55:00Z,35,1,1,4,1990-04-24
33.89,-118.49,199004,1990-04-24T03:51:00Z,33,1,4,8,1990-04-24
33.89,-118.49,199004,1990-04-24T04:13:00Z,33,1,6,6,1990-04-24
32.988335,-120.348335,199004,1990-04-25T15:38:00Z,60,1,10,20,1990-04-25
33.156666,-120.00667,199004,1990-04-25T00:05:00Z,55,1,11,33,1990-04-25
31.99,-122.39333,199004,1990-04-26T22:45:00Z,90,1,7,9,1990-04-26
32.323334,-121.715,199004,1990-04-26T10:30:00Z,80,1,2,3,1990-04-26
32.323334,-121.715,199004,1990-04-26T10:47:00Z,80,1,8,15,1990-04-26
32.656666,-121.03333,199004,1990-04-26T04:56:00Z,70,1,10,18,1990-04-26
32.578335,-122.81,199004,1990-04-27T11:24:00Z,90,1,2,2,1990-04-27
32.578335,-122.81,199004,1990-04-27T11:46:00Z,90,1,12,40,1990-04-27
32.91,-122.13,199004,1990-04-27T18:18:00Z,80,1,8,17,1990-04-27
33.245,-121.44334,199004,1990-04-28T01:43:00Z,70,1,5,10,1990-04-28
33.578335,-120.755,199004,1990-04-28T07:27:00Z,60,1,1,1,1990-04-28
33.578335,-120.755,199004,1990-04-28T07:49:00Z,60,1,4,19,1990-04-28
33.745,-120.41,199004,1990-04-28T11:42:00Z,55,1,3,13,1990-04-28
33.745,-120.41,199004,1990-04-28T11:59:00Z,55,1,10,55,1990-04-28
33.878334,-120.13333,199004,1990-04-28T15:08:00Z,51,1,5,12,1990-04-28
34.178333,-119.50833,199004,1990-04-28T20:48:00Z,42,1,2,4,1990-04-28
34.178333,-119.50833,199004,1990-04-28T21:10:00Z,42,1,6,34,1990-04-28
34.225,-119.41167,199004,1990-04-28T23:10:00Z,40.6,1,1,1,1990-04-28
34.275,-120.025,199004,1990-04-29T04:07:00Z,46.9,1,5,12,1990-04-29
34.275,-120.025,199004,1990-04-29T04:27:00Z,46.9,1,4,14,1990-04-29
34.316666,-120.80167,199004,1990-04-29T13:31:00Z,55,1,1,2,1990-04-29
34.316666,-120.80167,199004,1990-04-29T13:50:00Z,55,1,5,7,1990-04-29
34.45,-120.52333,199004,1990-04-29T10:47:00Z,51,1,2,2,1990-04-29
32.913334,-117.39333,199008,1990-07-25T23:30:00Z,28,1,1,1,1990-07-25
32.913334,-117.39333,199008,1990-07-25T23:56:00Z,28,1,2,3,1990-07-25
32.958332,-117.30666,199008,1990-07-25T20:15:00Z,26.7,1,1,6,1990-07-25
32.958332,-117.30666,199008,1990-07-25T21:00:00Z,26.7,1,2,2,1990-07-25
32.18,-118.89166,199008,1990-07-26T20:37:00Z,50,1,2,2,1990-07-26
32.18,-118.89166,199008,1990-07-26T20:58:00Z,50,1,3,3,1990-07-26
32.346664,-118.555,199008,1990-07-26T16:07:00Z,45,1,1,1,1990-07-26
32.511665,-118.215,199008,1990-07-26T11:52:00Z,40,1,1,1,1990-07-26
32.675,-117.878334,199008,1990-07-26T07:08:00Z,35,1,3,8,1990-07-26
32.675,-117.878334,199008,1990-07-26T07:32:00Z,35,1,6,17,1990-07-26
32.846664,-117.53167,199008,1990-07-26T02:43:00Z,30,1,3,31,1990-07-26
32.846664,-117.53167,199008,1990-07-26T03:08:00Z,30,1,3,3,1990-07-26
31.18,-120.92333000000001,199008,1990-07-27T16:43:00Z,80,1,1,6,1990-07-27
31.18,-120.92333000000001,199008,1990-07-27T17:05:00Z,80,1,6,13,1990-07-27
31.511665,-120.24834,199008,1990-07-27T11:07:00Z,70,1,1,3,1990-07-27
31.511665,-120.24834,199008,1990-07-27T11:29:00Z,70,1,8,10,1990-07-27
31.845,-119.57333,199008,1990-07-27T05:13:00Z,60,1,4,6,1990-07-27
31.845,-119.57333,199008,1990-07-27T05:37:00Z,60,1,6,7,1990-07-27
32.013332,-119.23167,199008,1990-07-27T01:09:00Z,55,1,1,1,1990-07-27
32.013332,-119.23167,199008,1990-07-27T01:35:00Z,55,1,4,5,1990-07-27
29.846666,-123.58666,199008,1990-07-28T18:55:00Z,120,1,9,88,1990-07-28
30.178333,-122.92333000000001,199008,1990-07-28T12:27:00Z,110,1,1,3,1990-07-28
30.178333,-122.92333000000001,199008,1990-07-28T12:48:00Z,110,1,19,136,1990-07-28
30.51,-122.261665,199008,1990-07-28T06:15:00Z,100,1,1,6,1990-07-28
30.51,-122.261665,199008,1990-07-28T06:38:00Z,100,1,9,33,1990-07-28
30.848333,-121.58833,199008,1990-07-28T00:14:00Z,90,1,1,1,1990-07-28
30.848333,-121.58833,199008,1990-07-28T00:33:00Z,90,1,5,16,1990-07-28
30.418333,-123.99834,199008,1990-07-29T01:30:00Z,120,1,1,3,1990-07-29
30.418333,-123.99834,199008,1990-07-29T01:50:00Z,120,1,12,33,1990-07-29
30.753332,-123.331665,199008,1990-07-29T07:10:00Z,110,1,2,5,1990-07-29
30.753332,-123.331665,199008,1990-07-29T07:32:00Z,110,1,7,16,1990-07-29
31.088333,-122.65667,199008,1990-07-29T13:02:00Z,100,1,3,4,1990-07-29
31.088333,-122.65667,199008,1990-07-29T13:23:00Z,100,1,10,30,1990-07-29
31.42,-121.99,199008,1990-07-29T19:38:00Z,90,1,1,2,1990-07-29
31.42,-121.99,199008,1990-07-29T20:00:00Z,90,1,8,20,1990-07-29
31.753332,-121.316666,199008,1990-07-30T01:55:00Z,80,1,8,20,1990-07-30
32.085,-120.638336,199008,1990-07-30T07:35:00Z,70,1,1,6,1990-07-30
32.085,-120.638336,199008,1990-07-30T07:57:00Z,70,1,10,14,1990-07-30
32.41833,-119.96166,199008,1990-07-30T13:26:00Z,60,1,1,2,1990-07-30
32.41833,-119.96166,199008,1990-07-30T13:47:00Z,60,1,3,5,1990-07-30
32.651665,-119.48,199008,1990-07-30T19:03:00Z,53,1,3,3,1990-07-30
32.91833,-118.935,199008,1990-07-31T02:45:00Z,45,1,4,12,1990-07-31
32.91833,-118.935,199008,1990-07-31T03:05:00Z,45,1,3,3,1990-07-31
33.185,-118.386665,199008,1990-07-31T07:55:00Z,37,1,4,8,1990-07-31
33.185,-118.386665,199008,1990-07-31T08:19:00Z,37,1,10,17,1990-07-31
33.25,-118.25,199008,1990-07-31T11:12:00Z,35,1,2,2,1990-07-31
33.25,-118.25,199008,1990-07-31T11:34:00Z,35,1,4,4,1990-07-31
33.42,-117.905,199008,1990-07-31T15:40:00Z,30,1,3,4,1990-07-31
33.485,-117.76833,199008,1990-07-31T18:02:00Z,28,1,2,2,1990-07-31
33.156666,-120.00667,199008,1990-08-01T21:10:00Z,55,1,1,1,1990-08-01
33.321667,-119.666664,199008,1990-08-01T14:13:00Z,50,1,2,3,1990-08-01
33.321667,-119.666664,199008,1990-08-01T14:45:00Z,50,1,7,11,1990-08-01
33.49,-119.32166,199008,1990-08-01T10:48:00Z,45,1,3,6,1990-08-01
33.49,-119.32166,199008,1990-08-01T11:10:00Z,45,1,3,3,1990-08-01
33.656666,-118.97667,199008,1990-08-01T06:52:00Z,40,1,6,16,1990-08-01
33.656666,-118.97667,199008,1990-08-01T07:15:00Z,40,1,3,4,1990-08-01
33.89,-118.49,199008,1990-08-01T01:00:00Z,33,1,2,2,1990-08-01
31.99,-122.39333,199008,1990-08-02T18:13:00Z,90,1,1,2,1990-08-02
31.99,-122.39333,199008,1990-08-02T18:37:00Z,90,1,4,5,1990-08-02
32.323334,-121.72667,199008,1990-08-02T12:46:00Z,80,1,1,3,1990-08-02
32.323334,-121.72667,199008,1990-08-02T13:06:00Z,80,1,4,9,1990-08-02
32.656666,-121.03333,199008,1990-08-02T07:00:00Z,70,1,1,4,1990-08-02
32.656666,-121.03333,199008,1990-08-02T07:20:00Z,70,1,8,9,1990-08-02
32.99,-120.35167,199008,1990-08-02T01:25:00Z,60,1,1,1,1990-08-02
31.323334,-123.745,199008,1990-08-03T06:28:00Z,110,1,1,4,1990-08-03
31.323334,-123.745,199008,1990-08-03T06:50:00Z,110,1,6,11,1990-08-03
31.656666,-123.06834,199008,1990-08-03T01:18:00Z,100,1,7,18,1990-08-03
31.915,-124.17,199008,1990-08-03T12:31:00Z,110,1,1,4,1990-08-03
31.915,-124.17,199008,1990-08-03T12:51:00Z,110,1,14,47,1990-08-03
32.245,-123.49167,199008,1990-08-03T18:15:00Z,100,1,1,1,1990-08-03
32.245,-123.49167,199008,1990-08-03T18:34:00Z,100,1,18,49,1990-08-03
32.58,-122.81,199008,1990-08-04T01:08:00Z,90,1,1,3,1990-08-04
32.58,-122.81,199008,1990-08-04T01:30:00Z,90,1,5,12,1990-08-04
32.911667,-122.128334,199008,1990-08-04T07:05:00Z,80,1,1,3,1990-08-04
32.911667,-122.128334,199008,1990-08-04T07:25:00Z,80,1,14,31,1990-08-04
33.253334,-121.44,199008,1990-08-04T12:50:00Z,70,1,1,2,1990-08-04
33.253334,-121.44,199008,1990-08-04T13:10:00Z,70,1,2,2,1990-08-04
33.578335,-120.721664,199008,1990-08-04T19:39:00Z,60,1,1,2,1990-08-04
33.745,-120.41333,199008,1990-08-04T23:45:00Z,55,1,2,2,1990-08-04
33.745,-120.41333,199008,1990-08-05T00:05:00Z,55,1,2,2,1990-08-05
34.18,-119.513336,199008,1990-08-05T10:50:00Z,42,1,10,60,1990-08-05
34.18,-119.513336,199008,1990-08-05T12:40:00Z,42,1,13,46,1990-08-05
34.225,-119.41167,199008,1990-08-05T14:11:00Z,40.6,1,5,19,1990-08-05
34.225,-119.41167,199008,1990-08-05T14:35:00Z,40.6,1,8,14,1990-08-05
34.275,-120.026665,199008,1990-08-05T20:40:00Z,46.9,1,10,17,1990-08-05
33.483334,-122.53333,199008,1990-08-06T21:45:00Z,80,1,2,2,1990-08-06
33.816666,-121.83833,199008,1990-08-06T14:34:00Z,70,1,1,2,1990-08-06
33.816666,-121.83833,199008,1990-08-06T14:53:00Z,70,1,2,4,1990-08-06
34.146667,-121.155,199008,1990-08-06T08:55:00Z,60,1,1,1,1990-08-06
34.146667,-121.155,199008,1990-08-06T09:16:00Z,60,1,3,5,1990-08-06
34.316666,-120.80333,199008,1990-08-06T04:48:00Z,55,1,7,20,1990-08-06
34.316666,-120.80333,199008,1990-08-06T05:10:00Z,55,1,8,11,1990-08-06
34.451668,-120.525,199008,1990-08-06T01:00:00Z,51,1,2,5,1990-08-06
34.451668,-120.525,199008,1990-08-06T01:20:00Z,51,1,7,21,1990-08-06
32.821667,-123.91167,199008,1990-08-07T09:37:00Z,100,1,1,1,1990-08-07
32.821667,-123.91167,199008,1990-08-07T09:55:00Z,100,1,14,50,1990-08-07
33.15,-123.221664,199008,1990-08-07T03:44:00Z,90,1,3,8,1990-08-07
33.15,-123.221664,199008,1990-08-07T04:05:00Z,90,1,14,44,1990-08-07
33.721664,-123.63333,199008,1990-08-07T18:34:00Z,90,1,18,35,1990-08-07
34.055,-122.94334,199008,1990-08-08T00:25:00Z,80,1,1,1,1990-08-08
34.055,-122.94334,199008,1990-08-08T00:45:00Z,80,1,4,6,1990-08-08
34.388332,-122.245,199008,1990-08-08T05:42:00Z,70,1,3,13,1990-08-08
34.388332,-122.245,199008,1990-08-08T06:00:00Z,70,1,6,6,1990-08-08
34.721664,-121.55,199008,1990-08-08T16:17:00Z,60,1,2,10,1990-08-08
34.721664,-121.55,199008,1990-08-08T16:37:00Z,60,1,5,8,1990-08-08
34.886665,-121.19666,199008,1990-08-08T20:40:00Z,55,1,1,1,1990-08-08
34.886665,-121.19666,199008,1990-08-08T21:00:00Z,55,1,11,36,1990-08-08
35.023335,-120.918335,199008,1990-08-08T23:48:00Z,51,1,4,4,1990-08-08
35.023335,-120.918335,199008,1990-08-09T00:08:00Z,51,1,3,11,1990-08-09
35.088333,-120.776665,199008,1990-08-09T01:55:00Z,49,1,1,2,1990-08-09
35.088333,-120.776665,199008,1990-08-09T02:18:00Z,49,1,4,21,1990-08-09
32.913334,-117.39333,199011,1990-11-05T23:09:00Z,28,1,1,4,1990-11-05
32.18,-118.89166,199011,1990-11-06T16:20:00Z,50,1,4,5,1990-11-06
32.35,-118.55333,199011,1990-11-06T12:04:00Z,45,1,2,3,1990-11-06
32.35,-118.55333,199011,1990-11-06T12:25:00Z,45,1,5,13,1990-11-06
32.513332,-118.21166,199011,1990-11-06T08:35:00Z,40,1,5,9,1990-11-06
32.68,-117.871666,199011,1990-11-06T05:03:00Z,35,1,10,26,1990-11-06
32.846664,-117.53,199011,1990-11-06T01:34:00Z,30,1,2,3,1990-11-06
30.846666,-121.58833,199011,1990-11-07T18:30:00Z,90,1,14,26,1990-11-07
31.18,-120.92,199011,1990-11-07T12:03:00Z,80,1,1,1,1990-11-07
31.18,-120.92,199011,1990-11-07T12:20:00Z,80,1,12,37,1990-11-07
31.513332,-120.245,199011,1990-11-07T06:14:00Z,70,1,2,2,1990-11-07
31.513332,-120.245,199011,1990-11-07T06:41:00Z,70,1,5,15,1990-11-07
31.848333,-119.57,199011,1990-11-07T00:54:00Z,60,1,4,9,1990-11-07
29.848333,-123.58666,199011,1990-11-08T12:43:00Z,120,1,3,4,1990-11-08
29.848333,-123.58666,199011,1990-11-08T13:02:00Z,120,1,13,61,1990-11-08
30.18,-122.92333000000001,199011,1990-11-08T06:27:00Z,110,1,4,5,1990-11-08
30.18,-122.92333000000001,199011,1990-11-08T06:49:00Z,110,1,10,49,1990-11-08
30.418333,-123.996666,199011,1990-11-08T19:00:00Z,120,1,1,1,1990-11-08
30.418333,-123.996666,199011,1990-11-08T19:45:00Z,120,1,8,15,1990-11-08
30.528334,-122.24834,199011,1990-11-08T01:07:00Z,100,1,14,40,1990-11-08
30.751665,-123.331665,199011,1990-11-09T00:55:00Z,110,1,3,3,1990-11-09
30.751665,-123.331665,199011,1990-11-09T01:15:00Z,110,1,6,14,1990-11-09
31.083332,-122.66167,199011,1990-11-09T06:24:00Z,100,1,1,4,1990-11-09
31.083332,-122.66167,199011,1990-11-09T06:43:00Z,100,1,21,78,1990-11-09
31.418333,-121.99,199011,1990-11-09T13:00:00Z,90,1,1,2,1990-11-09
31.418333,-121.99,199011,1990-11-09T13:18:00Z,90,1,14,68,1990-11-09
31.751665,-121.315,199011,1990-11-09T19:18:00Z,80,1,9,19,1990-11-09
